Fecha,Usuario,CPU_Por,Memoria_Por,Proceso,,,,,
"210309-043401","hbase","0.0","0.0","python2.7"
"210309-043401","hbase","0.3","0.0","/bin/bash"
"210309-043401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-043401","hdfs","0.0","0.0","python2.7"
"210309-043401","impala","139","10.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-043401","impala","0.0","0.0","python2.7"
"210309-043401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-043401","yarn","0.0","0.0","python2.7"
"210309-043901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-043901","hbase","0.0","0.0","python2.7"
"210309-043901","hbase","0.3","0.0","/bin/bash"
"210309-043901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-043901","hdfs","0.0","0.0","python2.7"
"210309-043901","impala","139","10.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-043901","impala","0.0","0.0","python2.7"
"210309-043901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-043901","yarn","0.0","0.0","python2.7"
"210309-044401","hbase","0.0","0.0","sleep"
"210309-044401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-044401","hbase","0.0","0.0","python2.7"
"210309-044401","hbase","0.3","0.0","/bin/bash"
"210309-044401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-044401","hdfs","0.0","0.0","python2.7"
"210309-044401","impala","139","10.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-044401","impala","0.0","0.0","python2.7"
"210309-044401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-044401","yarn","0.0","0.0","python2.7"
"210309-044901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-044901","hbase","0.0","0.0","python2.7"
"210309-044901","hbase","0.3","0.0","/bin/bash"
"210309-044901","hbase","0.0","0.0","sleep"
"210309-044901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-044901","hdfs","0.0","0.0","python2.7"
"210309-044901","impala","139","10.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-044901","impala","0.0","0.0","python2.7"
"210309-044901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-044901","yarn","0.0","0.0","python2.7"
"210309-045401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-045401","hbase","0.0","0.0","python2.7"
"210309-045401","hbase","0.3","0.0","/bin/bash"
"210309-045401","hbase","0.0","0.0","sleep"
"210309-045401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-045401","hdfs","0.0","0.0","python2.7"
"210309-045401","impala","139","10.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-045401","impala","0.0","0.0","python2.7"
"210309-045401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-045401","yarn","0.0","0.0","python2.7"
"210309-045901","hbase","0.0","0.0","sleep"
"210309-045901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-045901","hbase","0.0","0.0","python2.7"
"210309-045901","hbase","0.3","0.0","/bin/bash"
"210309-045901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-045901","hdfs","0.0","0.0","python2.7"
"210309-045901","impala","139","10.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-045901","impala","0.0","0.0","python2.7"
"210309-045901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-045901","yarn","0.0","0.0","python2.7"
"210309-050401","hbase","0.0","0.0","sleep"
"210309-050401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-050401","hbase","0.0","0.0","python2.7"
"210309-050401","hbase","0.3","0.0","/bin/bash"
"210309-050401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-050401","hdfs","0.0","0.0","python2.7"
"210309-050401","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-050401","impala","0.0","0.0","python2.7"
"210309-050401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-050401","yarn","0.0","0.0","python2.7"
"210309-050901","hbase","0.0","0.0","sleep"
"210309-050901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-050901","hbase","0.0","0.0","python2.7"
"210309-050901","hbase","0.3","0.0","/bin/bash"
"210309-050901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-050901","hdfs","0.0","0.0","python2.7"
"210309-050901","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-050901","impala","0.0","0.0","python2.7"
"210309-050901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-050901","yarn","0.0","0.0","python2.7"
"210309-051401","hbase","0.0","0.0","sleep"
"210309-051401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-051401","hbase","0.0","0.0","python2.7"
"210309-051401","hbase","0.3","0.0","/bin/bash"
"210309-051401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-051401","hdfs","0.0","0.0","python2.7"
"210309-051401","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-051401","impala","0.0","0.0","python2.7"
"210309-051401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-051401","yarn","0.0","0.0","python2.7"
"210309-051901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-051901","hbase","0.0","0.0","python2.7"
"210309-051901","hbase","0.3","0.0","/bin/bash"
"210309-051901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-051901","hdfs","0.0","0.0","python2.7"
"210309-051901","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-051901","impala","0.0","0.0","python2.7"
"210309-051901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-051901","yarn","0.0","0.0","python2.7"
"210309-052401","hbase","0.0","0.0","sleep"
"210309-052401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-052401","hbase","0.0","0.0","python2.7"
"210309-052401","hbase","0.3","0.0","/bin/bash"
"210309-052401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-052401","hdfs","0.0","0.0","python2.7"
"210309-052401","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-052401","impala","0.0","0.0","python2.7"
"210309-052401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-052401","yarn","0.0","0.0","python2.7"
"210309-052901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-052901","hbase","0.0","0.0","python2.7"
"210309-052901","hbase","0.3","0.0","/bin/bash"
"210309-052901","hbase","0.0","0.0","sleep"
"210309-052901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-052901","hdfs","0.0","0.0","python2.7"
"210309-052901","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-052901","impala","0.0","0.0","python2.7"
"210309-052901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-052901","yarn","0.0","0.0","python2.7"
"210309-053401","hbase","0.0","0.0","sleep"
"210309-053401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-053401","hbase","0.0","0.0","python2.7"
"210309-053401","hbase","0.3","0.0","/bin/bash"
"210309-053401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-053401","hdfs","0.0","0.0","python2.7"
"210309-053401","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-053401","impala","0.0","0.0","python2.7"
"210309-053401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-053401","yarn","0.0","0.0","python2.7"
"210309-053901","hbase","0.0","0.0","sleep"
"210309-053901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-053901","hbase","0.0","0.0","python2.7"
"210309-053901","hbase","0.3","0.0","/bin/bash"
"210309-053901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-053901","hdfs","0.0","0.0","python2.7"
"210309-053901","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-053901","impala","0.0","0.0","python2.7"
"210309-053901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-053901","yarn","0.0","0.0","python2.7"
"210309-054401","hbase","0.0","0.0","sleep"
"210309-054401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-054401","hbase","0.0","0.0","python2.7"
"210309-054401","hbase","0.3","0.0","/bin/bash"
"210309-054401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-054401","hdfs","0.0","0.0","python2.7"
"210309-054401","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-054401","impala","0.0","0.0","python2.7"
"210309-054401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-054401","yarn","0.0","0.0","python2.7"
"210309-054901","hbase","0.0","0.0","sleep"
"210309-054901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-054901","hbase","0.0","0.0","python2.7"
"210309-054901","hbase","0.3","0.0","/bin/bash"
"210309-054901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-054901","hdfs","0.0","0.0","python2.7"
"210309-054901","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-054901","impala","0.0","0.0","python2.7"
"210309-054901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-054901","yarn","0.0","0.0","python2.7"
"210309-055401","hbase","0.0","0.0","sleep"
"210309-055401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-055401","hbase","0.0","0.0","python2.7"
"210309-055401","hbase","0.3","0.0","/bin/bash"
"210309-055401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-055401","hdfs","0.0","0.0","python2.7"
"210309-055401","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-055401","impala","0.0","0.0","python2.7"
"210309-055401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-055401","yarn","0.0","0.0","python2.7"
"210309-055901","hbase","0.0","0.0","sleep"
"210309-055901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-055901","hbase","0.0","0.0","python2.7"
"210309-055901","hbase","0.3","0.0","/bin/bash"
"210309-055901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-055901","hdfs","0.0","0.0","python2.7"
"210309-055901","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-055901","impala","0.0","0.0","python2.7"
"210309-055901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-055901","yarn","0.0","0.0","python2.7"
"210309-060401","hbase","0.0","0.0","sleep"
"210309-060401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-060401","hbase","0.0","0.0","python2.7"
"210309-060401","hbase","0.3","0.0","/bin/bash"
"210309-060401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-060401","hdfs","0.0","0.0","python2.7"
"210309-060401","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-060401","impala","0.0","0.0","python2.7"
"210309-060401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-060401","yarn","0.0","0.0","python2.7"
"210309-060401","yarn","0.0","0.0","bash"
"210309-060401","yarn","0.0","0.0","/bin/bash"
"210309-060401","yarn","6.1","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-060401","yarn","0.0","0.0","bash"
"210309-060401","yarn","0.0","0.0","/bin/bash"
"210309-060401","yarn","4.8","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-060401","yarn","0.0","0.0","bash"
"210309-060401","yarn","0.0","0.0","/bin/bash"
"210309-060401","yarn","7.0","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-060901","hbase","0.0","0.0","sleep"
"210309-060901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-060901","hbase","0.0","0.0","python2.7"
"210309-060901","hbase","0.3","0.0","/bin/bash"
"210309-060901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-060901","hdfs","0.0","0.0","python2.7"
"210309-060901","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-060901","impala","0.0","0.0","python2.7"
"210309-060901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-060901","yarn","0.0","0.0","python2.7"
"210309-060901","yarn","0.0","0.0","bash"
"210309-060901","yarn","0.0","0.0","/bin/bash"
"210309-060901","yarn","2.3","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-060901","yarn","0.0","0.0","bash"
"210309-060901","yarn","0.0","0.0","/bin/bash"
"210309-060901","yarn","1.9","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-060901","yarn","0.0","0.0","bash"
"210309-060901","yarn","0.0","0.0","/bin/bash"
"210309-060901","yarn","2.8","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061401","hbase","0.0","0.0","sleep"
"210309-061401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061401","hbase","0.0","0.0","python2.7"
"210309-061401","hbase","0.3","0.0","/bin/bash"
"210309-061401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061401","hdfs","0.0","0.0","python2.7"
"210309-061401","impala","139","10.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-061401","impala","0.0","0.0","python2.7"
"210309-061401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061401","yarn","0.0","0.0","python2.7"
"210309-061401","yarn","0.0","0.0","bash"
"210309-061401","yarn","0.0","0.0","/bin/bash"
"210309-061401","yarn","1.5","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061401","yarn","0.0","0.0","bash"
"210309-061401","yarn","0.0","0.0","/bin/bash"
"210309-061401","yarn","1.2","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061401","yarn","0.0","0.0","bash"
"210309-061401","yarn","0.0","0.0","/bin/bash"
"210309-061401","yarn","2.0","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061901","hbase","0.0","0.0","sleep"
"210309-061901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061901","hbase","0.0","0.0","python2.7"
"210309-061901","hbase","0.3","0.0","/bin/bash"
"210309-061901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061901","hdfs","0.0","0.0","python2.7"
"210309-061901","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-061901","impala","0.0","0.0","python2.7"
"210309-061901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061901","yarn","0.0","0.0","python2.7"
"210309-061901","yarn","0.0","0.0","bash"
"210309-061901","yarn","0.0","0.0","/bin/bash"
"210309-061901","yarn","1.2","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061901","yarn","0.0","0.0","bash"
"210309-061901","yarn","0.0","0.0","/bin/bash"
"210309-061901","yarn","1.0","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-061901","yarn","0.0","0.0","bash"
"210309-061901","yarn","0.0","0.0","/bin/bash"
"210309-061901","yarn","1.7","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062401","hbase","0.0","0.0","python2.7"
"210309-062401","hbase","0.3","0.0","/bin/bash"
"210309-062401","hbase","0.0","0.0","sleep"
"210309-062401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062401","hdfs","0.0","0.0","python2.7"
"210309-062401","impala","139","10.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-062401","impala","0.0","0.0","python2.7"
"210309-062401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062401","yarn","0.0","0.0","python2.7"
"210309-062401","yarn","0.0","0.0","bash"
"210309-062401","yarn","0.0","0.0","/bin/bash"
"210309-062401","yarn","1.0","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062401","yarn","0.0","0.0","bash"
"210309-062401","yarn","0.0","0.0","/bin/bash"
"210309-062401","yarn","0.8","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062401","yarn","0.0","0.0","bash"
"210309-062401","yarn","0.0","0.0","/bin/bash"
"210309-062401","yarn","1.4","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062901","hbase","0.0","0.0","sleep"
"210309-062901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062901","hbase","0.0","0.0","python2.7"
"210309-062901","hbase","0.3","0.0","/bin/bash"
"210309-062901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062901","hdfs","0.0","0.0","python2.7"
"210309-062901","impala","139","10.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-062901","impala","0.0","0.0","python2.7"
"210309-062901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062901","yarn","0.0","0.0","python2.7"
"210309-062901","yarn","0.0","0.0","bash"
"210309-062901","yarn","0.0","0.0","/bin/bash"
"210309-062901","yarn","0.9","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062901","yarn","0.0","0.0","bash"
"210309-062901","yarn","0.0","0.0","/bin/bash"
"210309-062901","yarn","0.8","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-062901","yarn","0.0","0.0","bash"
"210309-062901","yarn","0.0","0.0","/bin/bash"
"210309-062901","yarn","1.3","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-063401","hbase","0.0","0.0","sleep"
"210309-063401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-063401","hbase","0.0","0.0","python2.7"
"210309-063401","hbase","0.3","0.0","/bin/bash"
"210309-063401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-063401","hdfs","0.0","0.0","python2.7"
"210309-063401","impala","139","10.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-063401","impala","0.0","0.0","python2.7"
"210309-063401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-063401","yarn","0.0","0.0","python2.7"
"210309-063901","hbase","0.0","0.0","sleep"
"210309-063901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-063901","hbase","0.0","0.0","python2.7"
"210309-063901","hbase","0.3","0.0","/bin/bash"
"210309-063901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-063901","hdfs","0.0","0.0","python2.7"
"210309-063901","impala","139","10.8","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-063901","impala","0.0","0.0","python2.7"
"210309-063901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-063901","yarn","0.0","0.0","python2.7"
"210309-064401","hbase","0.0","0.0","sleep"
"210309-064401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-064401","hbase","0.0","0.0","python2.7"
"210309-064401","hbase","0.3","0.0","/bin/bash"
"210309-064401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-064401","hdfs","0.0","0.0","python2.7"
"210309-064401","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-064401","impala","0.0","0.0","python2.7"
"210309-064401","yarn","0.0","0.0","bash"
"210309-064401","yarn","0.0","0.0","/bin/bash"
"210309-064401","yarn","5.4","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-064401","yarn","0.0","0.0","bash"
"210309-064401","yarn","0.0","0.0","/bin/bash"
"210309-064401","yarn","117","0.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-064401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-064401","yarn","0.0","0.0","python2.7"
"210309-064901","hbase","0.0","0.0","sleep"
"210309-064901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-064901","hbase","0.0","0.0","python2.7"
"210309-064901","hbase","0.3","0.0","/bin/bash"
"210309-064901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-064901","hdfs","0.0","0.0","python2.7"
"210309-064901","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-064901","impala","0.0","0.0","python2.7"
"210309-064901","yarn","0.0","0.0","bash"
"210309-064901","yarn","0.0","0.0","/bin/bash"
"210309-064901","yarn","2.2","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-064901","yarn","0.0","0.0","bash"
"210309-064901","yarn","0.0","0.0","/bin/bash"
"210309-064901","yarn","115","0.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-064901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-064901","yarn","0.0","0.0","python2.7"
"210309-065401","hbase","0.0","0.0","sleep"
"210309-065401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-065401","hbase","0.0","0.0","python2.7"
"210309-065401","hbase","0.3","0.0","/bin/bash"
"210309-065401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-065401","hdfs","0.0","0.0","python2.7"
"210309-065401","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-065401","impala","0.0","0.0","python2.7"
"210309-065401","yarn","0.0","0.0","bash"
"210309-065401","yarn","0.0","0.0","/bin/bash"
"210309-065401","yarn","1.5","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-065401","yarn","0.0","0.0","bash"
"210309-065401","yarn","0.0","0.0","/bin/bash"
"210309-065401","yarn","113","0.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-065401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-065401","yarn","0.0","0.0","python2.7"
"210309-065901","hbase","0.0","0.0","sleep"
"210309-065901","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-065901","hbase","0.0","0.0","python2.7"
"210309-065901","hbase","0.3","0.0","/bin/bash"
"210309-065901","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-065901","hdfs","0.0","0.0","python2.7"
"210309-065901","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-065901","impala","0.0","0.0","python2.7"
"210309-065901","yarn","0.0","0.0","bash"
"210309-065901","yarn","0.0","0.0","/bin/bash"
"210309-065901","yarn","1.2","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-065901","yarn","0.0","0.0","bash"
"210309-065901","yarn","0.0","0.0","/bin/bash"
"210309-065901","yarn","113","0.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-065901","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-065901","yarn","0.0","0.0","python2.7"
"210309-070401","hbase","0.0","0.0","sleep"
"210309-070401","hbase","2.6","20.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-070401","hbase","0.0","0.0","python2.7"
"210309-070401","hbase","0.3","0.0","/bin/bash"
"210309-070401","hdfs","5.9","1.0","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-070401","hdfs","0.0","0.0","python2.7"
"210309-070401","impala","139","10.9","/opt/cloudera/parcels/CDH-5.13.0-1.cdh5.13.0.p0.29/lib/impala/sbin-retail/impalad"
"210309-070401","impala","0.0","0.0","python2.7"
"210309-070401","yarn","0.0","0.0","bash"
"210309-070401","yarn","0.0","0.0","/bin/bash"
"210309-070401","yarn","1.0","0.2","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-070401","yarn","0.0","0.0","bash"
"210309-070401","yarn","0.0","0.0","/bin/bash"
"210309-070401","yarn","112","0.5","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-070401","yarn","1.7","1.1","/usr/java/jdk1.7.0_67-cloudera/bin/java"
"210309-070401","yarn","0.0","0.0","python2.7"
